#query_sequence	candidate_DB_seqs(outliers)	candidate_DB_seqs_qualifying_percent_identity_cutoff	query_unrelated2DB	score_of_cut
OTU_97.31246	ACBX02000025.1.1217;EU728757.1.1485;AB649279.1.1493;ACBX02000017.22857.24376;AB244773.1.1493;AB244771.1.1493;AB064923.1.1494;AB244770.1.1491;CBXK010002068.363.1874;AJWZ01002193.94.1618;AB244772.1.1493;EU728712.1.1486;ACBX02000014.1230.2749;LT722678.1.1454;EU728752.1.1491;EU728740.1.1484;EU728732.1.1487	NA	NA	356.1506881490859
OTU_97.31265	ABFK02000017.223676.225190;ABFK02000016.619821.621335;AB554232.1.1488;L16497.1.1468;FCNT01000097.14.1527;AB554230.1.1487;AJWZ01008598.7.1523;CP003274.2181216.2182629;LARG01000025.1.1402;AY643084.1.1446;ADLD01000012.328.1844;CZBZ01000002.727652.729157;AB600999.1.1490;FP929032.881290.882801;HZ484947.1.1504;EU728719.1.1444;AB554233.1.1486;CAEG01000022.14.1521;AJ518874.1.1465;CP003274.119147.120561;CCIZ01000013.190076.191585;ARFY01000032.606843.608350;ARFY01000017.91797.93304;AB554231.1.1489;AY538696.1.1466;AY547271.1.1466;CAHA01000059.20.1541;AJ518872.1.1414;AY974072.1.1433;FKYL01000005.1805440.1806947;LT223566.1.1491;CZBH01000001.999036.1000544;AB490804.1.1482;AY643083.1.1446;LG084852.1.1439;AY974071.1.1440;KP297842.1.1452;AY643082.1.1451;AJ518876.1.1339;LARG01000024.765.2171;FNWB01000008.1278584.1280092;JRGF01000044.3.1537;LT598563.1.1492	NA	NA	801.440981352549
OTU_97.31334	ADMP01000058.91.1599;HZ485132.1.1509;KR364742.1.1467;AB510713.1.1465;BABG01004725.10.1478;DQ057457.1.1451;AGXT01000041.79243.80759;LT622246.247875.249393;JQ607091.1.1413;JQ608316.1.1421;JQ607051.1.1422	NA	NA	90.64109901426946
OTU_97.31362	BABG01001111.245.1757;FNWC01000005.152430.153940;AJ270474.1.1508;CYYA01000009.1176.2688;FP929050.3523936.3525456;AB661435.1.1494;CP003040.25465.26999;CP003040.1035384.1036918;CP003040.625894.627428;MJID01000039.570.2111;CYZJ01000002.353627.355138;AB661434.1.1493;CVRR01000056.45.1566;CYXV01000011.416.1929;CYYR01000011.927.2431;LG086232.1.1497;HZ486325.1.1497;AB661436.1.1494;CP003040.3095887.3097421;AY804150.1.1497;AY804149.1.1497	NA	NA	51.39652219502659
OTU_97.31414	ASTC01000037.211.1727;LF623590.4.1475;HW798623.1.1493;HW798599.4.1475;HW313926.4.1475;HW313920.1.1483;AB702937.1.1496;HW798611.1.1495;LF623612.1.1491;HW313948.1.1491;FJ625862.7160.8682;BAGW01000037.287.1796;HW798619.1.1493;FJ625861.27324.28847;LF623579.1.1491;HW798588.1.1491;AP012044.1864519.1866052;AP012044.1260691.1262224;AP012044.420887.422420;LF652028.9.1518;LG104800.9.1518;LF134422.9.1518;HZ486081.9.1518;EU728724.1.1426	NA	NA	440.1870873762291
OTU_97.31420	AE015928.3328965.3330446;AE015928.3034714.3036195;CP012937.5517779.5519304;HZ485108.9.1517;LN907744.1.1483;AE015928.4983424.4984906;AE015928.2340709.2342191;EU136679.1.1995;CVOZ01000063.228971.230480;CZBI01000005.3650.5158;AGDG01000041.493.2001;CZAE01000003.99809.101321;AB050109.1.1426;CXSE01001446.1371.2879;M58763.1.1482;AB510710.1.1461;L16489.1.1475;AB547640.1.1475;GQ496624.1.1458;GQ496623.1.1463;AY319395.1.1449;JQ606972.1.1418;KP944123.1.1436;JQ607157.1.1414;KP944119.1.1432;JQ606901.1.1421;JQ606976.1.1418;JQ607060.1.1412;JQ607082.1.1425;JQ606959.1.1417;JQ607043.1.1414;JX006697.1.1410;JX006625.1.1415;JQ607067.1.1417;JQ606983.1.1424	NA	NA	257.83800226177937
OTU_97.31428	ACII02000003.48546.50064;ACII02000002.340713.342230;ACII02000002.195966.197483;ACII02000003.356829.358346;ACII02000003.441978.443495;FJVH01000013.367445.368954;LN907760.1.1486;LC010692.1.1492;BABE01000945.62.1571;LC037229.1.1439;HZ486356.2.1508;LG086263.2.1508;BABE01000454.586.2095;FJVH01000009.22.1531;FAVI01000008.1703276.1704567;FAVI01000008.1299692.1301201;LG085098.1.1481;HZ485191.1.1481;AB691576.1.1481;ACII02000001.1367.2884;LT161889.1.1493;HZ486354.1.1490;AY169419.1.1490;AY169424.1.1486;BABE01000244.3185.4694;FAVI01000009.296310.297819;LT714168.1.1432;EU728789.1.1445;EU728770.1.1485;AY960563.1.1461;EU728792.1.1580;AY305321.1.1452;CZBA01000012.112579.114088;FLKC01000022.431649.433070;AY305322.1.1451;EU728791.1.1489;FLKC01000026.175.1601;FLKC01000027.74000.75510;FLKC01000014.123770.125280;AY169411.1.1488;AY960566.1.1458;FQLI01000004.765.2274;FQLI01000008.332592.334101;AF357567.1.1385;FQLI01000007.276997.278506;FQLI01000005.603062.604571;FQLI01000007.588420.589929;FQLI01000007.11395.12904;LG085094.1.1491;HZ485187.1.1491;AB588023.1.1491;LT631543.1.1453	NA	NA	473.94694770720525
OTU_97.31440	ADKO01000087.185.1693;AB510712.1.1489;EU136687.1.1985;CP000139.647842.649351;CP000139.2587720.2589229;CP000139.2095441.2096950;CP000139.346743.348252;AGXZ01000020.342567.344082;CP000139.4430477.4431986;LG103726.1.1507;LG085034.1.1507;LF135380.1.1507;HZ485127.1.1507;CP000139.4743140.4744649;CP000139.2183533.2185042;AJ867050.1.1476;ASSN01000031.1609.3124;CS600343.12.1518;M58762.1.1533;AJ867044.1.1475;AJ867042.1.1475;AJ867043.1.1457;AB050111.1.1397	NA	NA	405.8428215457361
OTU_97.31469	LARG01000025.1.1402;FP929032.881290.882801;HZ484947.1.1504;EU728719.1.1444;AB554233.1.1486;CP003274.119147.120561;AB554230.1.1487;AY974072.1.1433;AY643083.1.1446;FCNT01000097.14.1527;CZBZ01000002.727652.729157;CP003274.2181216.2182629;AJWZ01008598.7.1523;CAHA01000059.20.1541;AY643084.1.1446;AJ518874.1.1465;AJ518872.1.1414;ABFK02000017.223676.225190;ABFK02000016.619821.621335;AB554232.1.1488;AY538696.1.1466;AY547271.1.1466;CCIZ01000013.190076.191585;ARFY01000032.606843.608350;ARFY01000017.91797.93304;AB554231.1.1489;L16497.1.1468;LG084852.1.1439;AY974071.1.1440;CAEG01000022.14.1521;FKYL01000005.1805440.1806947;LT223566.1.1491;KP297842.1.1452;AY643082.1.1451;CZBH01000001.999036.1000544;AJ518876.1.1339;LARG01000024.765.2171;JRGF01000044.3.1537;FNWB01000008.1278584.1280092;ADLD01000012.328.1844;LT598563.1.1492;AB600999.1.1490;AB490804.1.1482	NA	NA	1095.122006940277
OTU_97.31502	NA	None	NA	NA
OTU_97.31518	LF623579.1.1491;HW798588.1.1491;AP012044.1864519.1866052;AP012044.1260691.1262224;AP012044.420887.422420;LF652028.9.1518;LG104800.9.1518;LF134422.9.1518;HZ486081.9.1518;LT598592.1.1493;FJ625862.7160.8682;BAGW01000037.287.1796;FJ625861.27324.28847;EU728724.1.1426;LT558848.1.1494;AB238598.1.1453	NA	NA	277.73700006650324
OTU_97.31522	FNWC01000005.152430.153940;MJHW01000008.255583.257125;MJHW01000007.2914.4456;FNWC01000007.2759670.2761180;MJIF01000001.12658.14197;MJIF01000001.1557746.1559285;LT598553.1.1494;MJHW01000011.2914.4456;MJHW01000010.137401.138943;FJUS01000002.1025747.1027259;CP003040.25465.26999;CP003040.1035384.1036918;CP003040.625894.627428;CYZJ01000002.353627.355138;AB661434.1.1493	NA	NA	0.7946030439579772
OTU_97.31525	CXSE01001446.1371.2879;HZ485108.9.1517;LN907744.1.1483;AE015928.4983424.4984906;AE015928.2340709.2342191;CZBI01000005.3650.5158;AGDG01000041.493.2001;CZAE01000003.99809.101321;AE015928.3328965.3330446;AE015928.3034714.3036195;CP012937.5517779.5519304;M58763.1.1482;CVOZ01000063.228971.230480	NA	NA	75.96049281161868
OTU_97.31544	BABB01000067.5995.7501;BAAU01001024.317.1823;ABFZ02000022.100210.101724;HZ485141.10.1516;FNOD01000057.3565.5095;ABFZ02000010.54.1555;BABD01000526.1236.2742;LC033792.1.1501;ABFZ02000011.1.1404;LN907743.1.1476;AB510708.1.1476;EU136684.1.1926;X83953.1.1342;FQWK01000014.251.1781;LF650911.10.1516;LF135337.10.1516;LV534824.10.1516;HZ485083.10.1516;AB547638.1.1488;BAJK01000111.3667.5173;ARFR01000003.2.1263;BAKJ01000105.14.1519	NA	NA	189.60615743938615
OTU_97.31553	CP012801.2258604.2260119;CP012801.1646789.1648308;ACCH01000108.3638.5148;AB510698.1.1473;LTDF01000031.344.1854;LT223636.1.1486;ABJL02000008.3336138.3337648;ABJL02000006.58.1568;ABJL02000008.1460783.1462293;ABJL02000007.1225076.1226586;AB214329.1.1484;AB214328.1.1484;EU136691.1.1995;BABG01002699.21.1524;AJ583247.1.1437;AJ583245.1.1410;AJ583248.1.1428;AJ583246.1.1439;JX006301.1.1414;JX006298.1.1409;JX006268.1.1412;BAKL01000173.25.1526;FQZN01000072.3615.5141;AB574481.1.1484;JX006266.1.1407;AB574479.1.1484;AJ583243.1.1426;ADLF01000024.399775.401286;LF650927.1.1485;AB547644.1.1485;JX006353.1.1419;JX006294.1.1418;AB490803.1.1476	NA	NA	434.5823785880366
OTU_97.31556	AY169430.1.1474;BABA01001556.422.1912;BABG01000480.1321.2811;BAAY01000303.996.2486;BAAX01000205.681.2171;X85022.1.1499;AJ413954.1.1462;BAAY01001326.446.1936;BABD01001073.183.1673;BAAU01000686.2038.3530;BABG01000051.2348.3838;BAAY01001463.1184.2674;BAAX01000694.431.1921;LQ500123.51.1533;JN713314.1.1504;BAAX01000131.813.2303;BABG01001611.30.1520;CYGL01005916.57.1552;EU728786.1.1477;BAAX01000042.422.1912;BAAV01000571.2640.4130;LQ500131.1.1474;LQ500116.1.1474;HQ457025.1.1483;BAAY01002722.335.1825;BABA01001765.248.1738;LQ500117.1.1474;CBXK010002535.1192.2697;EU728783.1.1433	NA	NA	558.2312368407793
OTU_97.3156	DAAP01000007.27694.29191;CP015402.2294917.2296466;CP015402.3112266.3113814;ADGC01004598.946.2195	NA	NA	11.102181343776465
OTU_97.31581	CELP01000805.3695.5201;CZAF01000001.556013.557519;CZAC01000044.999.2505;CZAO01000004.122192.123698;CYYO01000004.82756.84262;CYZB01000007.3612.5118;BAAU01000536.1575.3081;CZAD01000019.36461.37967;EU136680.1.2019;CYZF01000001.433278.434784;ASSO01000012.330141.331655;AB050110.1.1425;AB510711.1.1477	NA	NA	188.71031944810784
OTU_97.31583	CP000140.2138973.2140467;CP000140.2872534.2874028;CP000140.416000.417494;CP000140.142361.143857;CP000140.4787729.4789225;JNHQ01000184.8.1440;EU136681.1.1911;ACUB01000068.1.1400;LARL01000150.1.1396;JNHQ01000190.1.1357;M86695.1.1539;AB238925.1.1486;AB238927.1.1486;AB238923.1.1486;AB238926.1.1486;EU728708.1.1478;AB238922.1.1488;CP000140.3411907.3413403;CP000140.3253636.3255132;AB238924.1.1486;CZAR01000037.27480.28953;KR364782.1.1484;CDRH01001199.128.1633;BABA01001649.892.2396;BAAZ01000703.1371.2875;LC033797.1.1486;KP944197.1.1431;AGZQ01000033.8984.10498;AGZQ01000017.129.1643;AB117561.1.1493;JQ607568.1.1411;GEEG01002153.1.1395;JQ607084.1.1412;JQ606916.1.1417;AGZP01000036.3707.5225;JQ607238.1.1426;AJPU01000034.127207.128725;AJPU01000037.18517.20035;JQ606931.1.1418;AB238928.1.1492;JQ607108.1.1412;FTLH01000001.1658518.1660028;AB238929.1.1492;EU136685.1.2023;ABYH01000014.137.1655;AB261128.1.1492;FNVS01000030.3615.5146;AGES01000002.1517833.1519347;AB574482.1.1489;AGES01000009.1340374.1341888;AGES01000014.73256.74770;EU728718.1.1446;LT558809.1.2930;AB470344.1.1487;AB470343.1.1485;LT223609.1.1490;AB739697.1.1442;FQSE01000007.1631802.1633308;KX462878.1.1423	NA	NA	1024.616916444711
OTU_97.31607	NA	None	NA	NA
OTU_97.3161	HZ485100.10.1518;AGXW01000006.688.2204;AGXW01000010.57027.58543;GU968166.1.1492;AGXT01000021.476267.477784;HZ485115.10.1518	NA	NA	13.749554493436335
OTU_97.31625	CP000140.2138973.2140467;CP000140.2872534.2874028;CP000140.416000.417494;JNHQ01000184.8.1440;CP000140.142361.143857;CP000140.4787729.4789225;ACUB01000068.1.1400;LARL01000150.1.1396;JNHQ01000190.1.1357;AB238925.1.1486;M86695.1.1539;EU136681.1.1911;AB238927.1.1486;AB238923.1.1486;AB238926.1.1486;EU728708.1.1478;CP000140.3411907.3413403;CP000140.3253636.3255132;AB238922.1.1488;AB238924.1.1486;CDRH01001199.128.1633;CZAR01000037.27480.28953;KR364782.1.1484;BABA01001649.892.2396;BAAZ01000703.1371.2875;KP944197.1.1431;LC033797.1.1486;AGZQ01000033.8984.10498;AGZQ01000017.129.1643;AB117561.1.1493;GEEG01002153.1.1395;JQ606916.1.1417;JQ607238.1.1426;JQ606931.1.1418;AGZP01000036.3707.5225;AJPU01000034.127207.128725;FTLH01000001.1658518.1660028;AJPU01000037.18517.20035;AB238928.1.1492;AB238929.1.1492;EU136685.1.2023;ABYH01000014.137.1655;AB261128.1.1492;FNVS01000030.3615.5146;AB574482.1.1489;AGES01000009.1340374.1341888;AGES01000002.1517833.1519347;LT558809.1.2930;LT223609.1.1490;EU728718.1.1446;AGES01000014.73256.74770;AB470344.1.1487;AB470343.1.1485;KX462878.1.1423;AB739697.1.1442;FQSE01000007.1631802.1633308	NA	NA	1094.3894792340288
OTU_97.31636	BAAX01000131.813.2303;LQ500123.51.1533;X85022.1.1499;LQ500131.1.1474;BAAY01002722.335.1825;AJ413954.1.1462;BAAU01000686.2038.3530;BAAV01000571.2640.4130;BAAX01000205.681.2171;HQ457025.1.1483;BABD01001073.183.1673;BAAX01000694.431.1921;CYGL01005916.57.1552;BAAY01001326.446.1936;BAAX01000042.422.1912;BABG01000051.2348.3838;BABA01001765.248.1738;BAAY01001463.1184.2674;LQ500116.1.1474;BABG01001611.30.1520;BABG01000480.1321.2811;BABA01001556.422.1912;LQ500117.1.1474;BAAY01000303.996.2486;EU728783.1.1433;JN713314.1.1504;AY169430.1.1474	NA	NA	767.073290603239
OTU_97.31649	AJ629069.1.1499	NA	NA	7.186747646706976
OTU_97.3166	AGXF01000001.587.2103;LG084988.1.1506;HZ485081.1.1506;EU136686.1.1972;AB510697.1.1478;X83951.1.1422	NA	NA	52.47853635458796
OTU_97.31673	CZAD01000019.36461.37967;CELP01000805.3695.5201;CZAF01000001.556013.557519;CZAC01000044.999.2505;CZAO01000004.122192.123698;CYYO01000004.82756.84262;CYZB01000007.3612.5118;CYZF01000001.433278.434784;EU136680.1.2019;BAAU01000536.1575.3081;AB510711.1.1477;AB050110.1.1425;ASSO01000012.330141.331655	NA	NA	163.6890989780386
OTU_97.31690	AGXT01000021.476267.477784;HZ485115.10.1518;HZ485100.10.1518;GU968166.1.1492;AB510705.1.1459;AY652736.1.1451;AGXU01000010.481004.482520;CS600342.5.1468;AB050108.1.1455;L16484.1.1468;X83952.1.1395;KX025133.1.1417;KP944116.1.1434;KP944115.1.1429;EU136682.1.1435;JX006475.1.1409;JQ606875.1.1425;KX025135.1.1430	NA	NA	158.3880285069963
OTU_97.31698	LF623612.1.1491;HW313948.1.1491;LT598546.1.1487;BAAZ01001521.295.1804;FJ625861.27324.28847;LF623579.1.1491;HW798588.1.1491;LT558848.1.1494;FJ625862.7160.8682;BAGW01000037.287.1796;AB702937.1.1496;LF652028.9.1518;LG104800.9.1518;LF134422.9.1518;HZ486081.9.1518;AP012044.1864519.1866052;AP012044.1260691.1262224;AP012044.420887.422420;AB238598.1.1453;ASTC01000037.211.1727;LF623590.4.1475;HW798623.1.1493;HW798611.1.1495;HW798599.4.1475;HW313926.4.1475;HW313920.1.1483	NA	NA	392.4727516827661
OTU_97.31699	AY442821.1.1512;LT576387.1.1491;LT700187.554140.555655;LT700187.3621.5136;LT161898.1.1499;LT700187.2558498.2560013;FLKP01000002.3519.5034;FLKP01000001.335008.336523;FLKP01000001.3519.5034;LT223568.1.1498	NA	NA	78.45124205276443
OTU_97.31710	CP000140.2138973.2140467;CP000140.2872534.2874028;CP000140.416000.417494;JNHQ01000184.8.1440;ACUB01000068.1.1400;LARL01000150.1.1396;JNHQ01000190.1.1357;AB238925.1.1486;AB238927.1.1486;AB238923.1.1486;AB238926.1.1486;EU728708.1.1478;AB238924.1.1486;CP000140.142361.143857;CP000140.4787729.4789225;CDRH01001199.128.1633;M86695.1.1539;EU136681.1.1911;CZAR01000037.27480.28953;KR364782.1.1484;BABA01001649.892.2396;BAAZ01000703.1371.2875;AB238922.1.1488;CP000140.3411907.3413403;CP000140.3253636.3255132;LC033797.1.1486;KP944197.1.1431;JQ606916.1.1417;AB117561.1.1493;AGZQ01000033.8984.10498;AGZQ01000017.129.1643;JQ606931.1.1418;GEEG01002153.1.1395;JQ607238.1.1426;AJPU01000034.127207.128725;FTLH01000001.1658518.1660028;AGZP01000036.3707.5225;AJPU01000037.18517.20035;AB238928.1.1492;ABYH01000014.137.1655;AB238929.1.1492;AB261128.1.1492;EU136685.1.2023;EU728718.1.1446;FNVS01000030.3615.5146;AB574482.1.1489;AGES01000009.1340374.1341888;AGES01000002.1517833.1519347;LT558809.1.2930;LT223609.1.1490;AGES01000014.73256.74770;AB470344.1.1487;AB470343.1.1485;AB739697.1.1442;KX462878.1.1423;FQSE01000007.1631802.1633308;LT725663.1.1450;FUFV01000048.87.1597	NA	NA	995.1320800435551
OTU_97.31716	MBSV01000087.92.1617;AF104839.1.1466	NA	NA	16.73213871693065
OTU_97.3172	LF623579.1.1491;HW798588.1.1491;AB702937.1.1496;AP012044.1864519.1866052;AP012044.1260691.1262224;AP012044.420887.422420;LF652028.9.1518;LG104800.9.1518;LF134422.9.1518;HZ486081.9.1518;ASTC01000037.211.1727	NA	NA	131.73059425454994
OTU_97.31725	AGYJ01000003.3560.5081;BAHU02000044.30.1543;AGYH01000002.22164.23685;AGYH01000014.28348.29869;KM360180.1.1492;AGYI01000033.489239.490760;DQ479419.1.1496;AJ508452.1.1498;AGYH01000014.179835.181354;AGYN01000032.129627.131146	NA	NA	2.698454813788885
OTU_97.3176	CAEG01000022.14.1521;FKYL01000005.1805440.1806947;LT223566.1.1491;AJ518876.1.1339;CCIZ01000013.190076.191585;ARFY01000032.606843.608350;ARFY01000017.91797.93304;AB554231.1.1489;AJWZ01008598.7.1523;FP929032.881290.882801;HZ484947.1.1504;AB554233.1.1486;AY974072.1.1433;LG084852.1.1439;AY974071.1.1440;KP297842.1.1452;FCNT01000097.14.1527;AY643082.1.1451;ABFK02000017.223676.225190;ABFK02000016.619821.621335;AB554232.1.1488;L16497.1.1468;AY538696.1.1466;AY547271.1.1466;LARG01000025.1.1402;AB554230.1.1487;CAHA01000059.20.1541;CZBZ01000002.727652.729157;CP003274.2181216.2182629;EU728719.1.1444;AJ518872.1.1414;CP003274.119147.120561;AY643084.1.1446;CZBH01000001.999036.1000544;AJ518874.1.1465;AY643083.1.1446;ADLD01000012.328.1844;AB600999.1.1490;LARG01000024.765.2171;FNWB01000008.1278584.1280092;JRGF01000044.3.1537;LT598563.1.1492;AB490804.1.1482	NA	NA	1101.8482848519834
OTU_97.3177	ACBX02000025.1.1217;EU728757.1.1485;AB649279.1.1493;ACBX02000017.22857.24376;AB244773.1.1493;AB244771.1.1493;AB064923.1.1494;AB244770.1.1491;CBXK010002068.363.1874;AJWZ01002193.94.1618;AB244772.1.1493;EU728712.1.1486;ACBX02000014.1230.2749;LT722678.1.1454;EU728752.1.1491;EU728740.1.1484;EU728732.1.1487	NA	NA	345.0820349951355
OTU_97.3179	AJ315979.1.1406;FAVJ01000004.312430.313940;BABA01004003.155.1665;ACWP01000059.374.1892;ACTM01000065.528.2046;CYZO01000012.74868.76378;LG104461.1.1511;AAVP02000002.246738.248249;LF651698.2.1512;LF651689.1.1511;LF134092.2.1512;LG104470.2.1512;LG086267.2.1513;HZ486360.2.1513;LF134083.1.1511;L76604.1.1418;AAVP02000029.271.1782;AAVP02000025.9720.11231;AAVP02000040.351.1861;ABOU02000049.4536.6056;LG086260.2.1514;HZ486353.2.1514	NA	NA	190.0215386495429
OTU_97.31791	LQ500117.1.1474;BAAY01001326.446.1936;BAAX01000042.422.1912;BABA01001765.248.1738;BABG01001611.30.1520;LQ500116.1.1474;BAAU01000686.2038.3530;BABG01000480.1321.2811;BAAX01000205.681.2171;LQ500131.1.1474;BAAY01000303.996.2486;LQ500123.51.1533;CYGL01005916.57.1552;BAAV01000571.2640.4130;BABA01001556.422.1912;BAAX01000131.813.2303;AJ413954.1.1462;BABD01001073.183.1673;BAAY01002722.335.1825;BAAX01000694.431.1921;X85022.1.1499;HQ457025.1.1483;BABG01000051.2348.3838;BAAY01001463.1184.2674;JN713314.1.1504;EU728783.1.1433;AY169430.1.1474;CBXK010002535.1192.2697;EU728786.1.1477;DQ057482.1.1450;FAUK01000014.218606.220097;LN846908.1.1491;DQ057467.1.1475;DQ057481.1.1439	NA	NA	714.7085250467826
OTU_97.31802	ASTC01000037.211.1727;AB702937.1.1496;FJ625862.7160.8682;BAGW01000037.287.1796;HW313920.1.1483;LF623590.4.1475;HW798623.1.1493;HW798599.4.1475;HW313926.4.1475;FJ625861.27324.28847;HW798611.1.1495;LF623612.1.1491;HW313948.1.1491;HW798619.1.1493;LF652028.9.1518;LF623579.1.1491;LG104800.9.1518;LF134422.9.1518;HZ486081.9.1518;HW798588.1.1491;AP012044.1864519.1866052;AP012044.1260691.1262224;AP012044.420887.422420	NA	NA	440.73002420656303
OTU_97.31803	ADLE01000017.1593.3112;AB547647.1.1481;AB370251.1.1484;CP007034.1591211.1592751;CP007034.2537143.2538680;CP007034.2723148.2724685;CP007034.2003593.2005133;CP007034.620467.622007;AB267809.1.1461	NA	NA	183.61721405570097
OTU_97.31833	AFBP01000029.162.1691;AB370250.1.1494;LARC01000079.436.1820;CP015403.1230360.1231913	NA	NA	50.33592235458582
OTU_97.31843	ASTC01000037.211.1727;AB702937.1.1496;LF623612.1.1491;HW313948.1.1491;BAAZ01001521.295.1804;FJ625861.27324.28847;LF623579.1.1491;LF623590.4.1475;HW798623.1.1493;HW798611.1.1495;HW798599.4.1475;HW313926.4.1475;HW313920.1.1483;HW798588.1.1491;FJ625862.7160.8682;BAGW01000037.287.1796;LF652028.9.1518;LG104800.9.1518;LF134422.9.1518;HZ486081.9.1518;AP012044.1864519.1866052;AP012044.1260691.1262224;AP012044.420887.422420;AB238598.1.1453;LT558848.1.1494;HW798619.1.1493	NA	NA	471.44427842485675
OTU_97.31883	LQ500117.1.1474;BAAY01001326.446.1936;BAAX01000042.422.1912;BAAU01000686.2038.3530;BABA01001765.248.1738;BABG01001611.30.1520;BAAX01000205.681.2171;LQ500116.1.1474;BABG01000480.1321.2811;BAAV01000571.2640.4130;LQ500131.1.1474;BAAX01000131.813.2303;BAAY01000303.996.2486;LQ500123.51.1533;CYGL01005916.57.1552;BABA01001556.422.1912;X85022.1.1499;AJ413954.1.1462;BABD01001073.183.1673;BAAY01002722.335.1825;BAAX01000694.431.1921;HQ457025.1.1483;BABG01000051.2348.3838;BAAY01001463.1184.2674;EU728783.1.1433;JN713314.1.1504;AY169430.1.1474;EU728786.1.1477;DQ057482.1.1450;FAUK01000014.218606.220097;LN846908.1.1491;DQ057467.1.1475	NA	NA	731.9637740719991
OTU_97.31900	LF651254.1.1510;HZ485364.1.1510;CP000885.446242.447765;CP000885.76019.77542;CP000885.3482237.3483759;CP000885.3497853.3499375;CP000885.15754.17276;CP000885.4178979.4180501;CP000885.4184940.4186462;CP000885.4138173.4139695;JNLG01000001.2779552.2781062;JNLM01000001.3240616.3242126;JPOF01000003.1560487.1561996;JPOF01000003.1496741.1498250;JNLG01000001.2768369.2769878;JNLM01000001.1732011.1733520	NA	NA	295.5889364036211
OTU_97.31910	FNLI01000001.906.2398;FNWG01000007.3380.4869;LT598578.1.1473;MBSV01000087.92.1617;FJVJ01000015.3438.4940;AY949858.1.1511;LAQZ01000049.1994.3490;LARI01000033.555.2050;LXSB01000001.2637960.2639490;LXSB01000001.4042890.4044420;LXSB01000001.4111553.4113083;KT935669.1.1461;FXLN01000003.742202.743700;AB910750.1.1485;CP001850.465385.466901;CP001850.255538.257054;FJ805840.1.1445;GU324373.1.1484;FXLN01000003.3572.5070;AB491207.1.1467;AY949857.1.1510;CP015400.1820588.1822127;CP015400.1209305.1210844	NA	NA	37.168931342815995
OTU_97.3193	EU728792.1.1580;FLKC01000022.431649.433070;FLKC01000027.74000.75510;FLKC01000026.175.1601;ACII02000003.48546.50064;ACII02000002.195966.197483;ACII02000003.356829.358346;FLKC01000014.123770.125280;ACII02000003.441978.443495;LC010692.1.1492;ACII02000002.340713.342230;FJVH01000013.367445.368954;LN907760.1.1486;LC037229.1.1439;BABE01000945.62.1571;FAVI01000008.1299692.1301201;LT631543.1.1453;ACII02000001.1367.2884;BABE01000454.586.2095;FJVH01000009.22.1531;CZBA01000012.112579.114088;FAVI01000008.1703276.1704567;HZ486356.2.1508;LG086263.2.1508;LT161889.1.1493;LG085098.1.1481;HZ485191.1.1481;AB691576.1.1481;AY169411.1.1488;HZ486354.1.1490;AY169419.1.1490;BABE01000244.3185.4694;FQLI01000004.765.2274;FAVI01000009.296310.297819;LG085094.1.1491;HZ485187.1.1491;AB588023.1.1491;FQLI01000007.276997.278506;FQLI01000005.603062.604571;FQLI01000007.588420.589929;FQLI01000007.11395.12904;AF357567.1.1385;FQLI01000008.332592.334101;EU728789.1.1445;EU728791.1.1489;LT799002.1.1453;LT714168.1.1432;EU728770.1.1485;DQ986224.1.1438;LG085095.1.1468;HZ485188.1.1468;AB439724.1.1468;AY305321.1.1452;AY169424.1.1486;LT631515.1.1452;X85101.1.1457;AY305322.1.1451;FJ687607.1.1443;AY960563.1.1461;L76601.1.1398	NA	NA	577.0332578394036
OTU_97.31943	AB547649.1.1485;CP002544.2310357.2311868;CP002544.2531255.2532766;CP002544.1477119.1478630;L16496.1.1467;CP002544.2203321.2204832;FLSN01000013.260828.262336	NA	NA	122.78007664043253
OTU_97.31945	MJHW01000015.411.1953;MJHW01000006.25639.27181;CVRR01000056.45.1566;CYXV01000011.416.1929;LG086232.1.1497;HZ486325.1.1497;AY804150.1.1497;AY804149.1.1497;MJHW01000011.2914.4456;MJHW01000007.2914.4456;MJHW01000010.137401.138943;FP929050.3523936.3525456;AJ312385.1.1482;AJ270478.1.1488;AB661435.1.1494	NA	NA	39.195087531969875
OTU_97.31962	HZ485100.10.1518;AGXT01000021.476267.477784;GU968166.1.1492;HZ485115.10.1518;AB510705.1.1459;AY652736.1.1451;CS600342.5.1468;L16484.1.1468;KP944116.1.1434;KP944115.1.1429;AB050108.1.1455;AGXU01000010.481004.482520;KX025135.1.1430;X83952.1.1395;KX025133.1.1417;AGXW01000006.688.2204;AGXW01000010.57027.58543;JQ606876.1.1403;EU136682.1.1435	NA	NA	181.42183103419848
OTU_97.31963	AGXT01000041.79243.80759;LT622246.247875.249393;ADMP01000058.91.1599;HZ485132.1.1509;BABG01004725.10.1478;AB510713.1.1465;KR364742.1.1467;DQ057457.1.1451;AGXU01000010.481004.482520	NA	NA	11.935887644040122
OTU_97.320	ADMP01000058.91.1599;BABG01004725.10.1478;KR364742.1.1467;HZ485132.1.1509;AB510713.1.1465;AGXT01000041.79243.80759;LT622246.247875.249393;DQ057457.1.1451;GU968166.1.1492;AGXU01000010.481004.482520;AGXT01000021.476267.477784;HZ485115.10.1518;HZ485100.10.1518	NA	NA	28.205561661015054
